Severity,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Crossing,Junction,Railway,Roundabout,Stop,Traffic_Signal,Sunrise_Sunset,Year,Month,Hour,DayOfWeek
2,Mercer,PA,27.0,89.0,10.0,5.0,0.0,Fair,False,False,False,False,True,False,Night,2020.0,12.0,5.0,5.0
2,Prince William,VA,71.0,87.0,3.0,12.0,0.0,Cloudy,False,False,False,False,False,False,Day,,,,
3,Oakland,MI,55.9,46.0,10.0,6.9,,Clear,False,False,False,False,False,False,Day,2016.0,10.0,12.0,0.0
2,Jefferson,AL,68.0,68.0,10.0,5.0,0.0,Cloudy,False,False,False,False,False,False,Day,2019.0,10.0,16.0,1.0
3,Travis,TX,78.1,29.0,10.0,10.4,,Clear,False,False,False,False,False,False,Day,2017.0,2.0,11.0,2.0
3,Cook,IL,72.0,44.0,10.0,9.0,0.0,Mostly Cloudy,True,False,False,False,False,False,Day,2021.0,10.0,11.0,2.0
2,Santa Clara,CA,66.0,59.0,10.0,3.5,,Scattered Clouds,False,False,False,False,False,False,Day,2018.0,5.0,10.0,6.0
3,Davidson,TN,64.0,80.0,10.0,5.8,,Mostly Cloudy,False,False,False,False,False,False,Day,2017.0,8.0,6.0,5.0
2,Mecklenburg,NC,75.9,97.0,7.0,6.9,,Mostly Cloudy,True,False,False,False,False,True,Day,2018.0,9.0,10.0,2.0
2,San Diego,CA,56.0,45.0,10.0,0.0,0.0,Fair,False,False,False,False,False,False,Night,2021.0,1.0,23.0,4.0
2,Fulton,GA,86.0,65.0,10.0,4.6,,Partly Cloudy,False,False,False,False,False,False,Day,2018.0,8.0,9.0,0.0
4,Emmet,MI,73.0,82.0,10.0,8.0,0.0,Fair,False,False,False,False,False,False,Day,2021.0,8.0,9.0,3.0
2,Travis,TX,74.8,98.0,7.0,,,Light Rain,False,False,False,False,False,False,Day,2018.0,7.0,11.0,5.0
3,San Bernardino,CA,75.2,34.0,7.0,,,Overcast,False,False,False,False,False,False,Day,2018.0,1.0,15.0,4.0
2,Miami-Dade,FL,86.0,57.0,10.0,12.0,0.0,Fair,False,False,False,False,False,False,Day,2021.0,9.0,17.0,3.0
2,Oklahoma,OK,39.0,67.0,10.0,10.4,,Overcast,False,False,False,False,False,False,Night,2018.0,12.0,19.0,3.0
2,Orleans,LA,82.0,69.0,10.0,7.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,4.0,17.0,2.0
2,Flathead,MT,30.0,88.0,8.0,5.0,0.0,Light Snow,False,False,False,False,False,False,Night,2021.0,1.0,23.0,4.0
2,Lake,IL,37.0,70.0,10.0,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2021.0,12.0,7.0,3.0
2,Lexington,SC,78.1,84.0,10.0,3.5,,Mostly Cloudy,True,False,False,False,False,False,Day,2018.0,5.0,19.0,4.0
3,Queens,NY,64.9,48.0,10.0,4.6,,Partly Cloudy,False,False,False,False,False,False,Day,2018.0,6.0,8.0,1.0
4,Franklin County,VA,66.0,93.0,4.0,6.0,0.01,Rain,False,False,False,False,False,False,Night,2020.0,11.0,3.0,2.0
2,Orange,FL,69.0,81.0,10.0,7.0,0.0,Cloudy,False,False,False,False,False,False,Night,2020.0,12.0,5.0,3.0
2,Alameda,CA,52.0,100.0,10.0,6.0,0.0,Cloudy,False,False,False,False,False,False,Night,2021.0,12.0,6.0,4.0
2,Duval,FL,73.9,91.0,10.0,9.2,,Overcast,True,False,False,False,False,True,Day,2018.0,11.0,15.0,6.0
2,Greenville,SC,63.0,94.0,0.25,0.0,0.0,Fog,False,False,False,False,False,False,Day,2019.0,4.0,7.0,0.0
2,Marion,FL,59.0,29.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Day,,,,
2,Arapahoe,CO,37.0,78.0,10.0,6.0,0.0,Fair,True,False,False,False,False,True,Day,2019.0,11.0,8.0,3.0
2,Manatee,FL,76.0,76.0,10.0,10.0,0.0,Cloudy,True,False,False,False,False,True,Day,2022.0,11.0,12.0,2.0
2,Pima,AZ,53.0,17.0,10.0,3.0,0.0,Fair,True,False,False,False,False,True,Day,2021.0,1.0,11.0,2.0
2,Hamilton,TN,30.0,88.0,10.0,0.0,0.0,Fair,False,False,False,False,False,False,Night,,,,
2,Davidson,TN,56.0,34.0,10.0,9.0,0.0,Fair,True,False,False,False,False,True,Day,,,,
3,Santa Clara,CA,56.0,69.0,10.0,12.0,0.0,Cloudy,False,False,False,False,False,False,Day,2022.0,1.0,16.0,0.0
2,Palm Beach,FL,80.6,89.0,7.0,,,Light Rain,False,False,False,False,False,False,Day,2016.0,6.0,10.0,3.0
2,Stanislaus,CA,61.0,50.0,10.0,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2023.0,3.0,15.0,0.0
2,Keokuk,IA,73.0,63.0,10.0,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2022.0,9.0,10.0,2.0
2,Harris,TX,62.0,26.0,10.0,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2022.0,1.0,14.0,0.0
2,Marion,FL,72.0,81.0,10.0,6.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,2.0,9.0,6.0
2,Kent,MI,46.0,58.0,10.0,7.0,0.0,Mostly Cloudy,True,False,False,False,False,False,Day,2020.0,3.0,17.0,1.0
3,Hillsborough,FL,75.2,89.0,10.0,3.5,,Mostly Cloudy,False,False,False,False,False,False,Day,2017.0,4.0,8.0,3.0
2,Wake,NC,60.0,78.0,10.0,8.0,0.0,Mostly Cloudy,True,False,False,False,False,True,Day,2020.0,3.0,19.0,1.0
2,Cochise,AZ,46.0,50.0,10.0,9.0,0.0,Fair,False,False,False,False,False,False,Night,,,,
2,Naugatuck Valley,CT,48.0,100.0,3.0,7.0,0.01,Light Rain,False,False,False,False,False,False,Day,2022.0,4.0,7.0,4.0
2,Davis,UT,18.0,88.0,8.0,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2022.0,2.0,8.0,3.0
2,Los Angeles,CA,55.0,53.0,10.0,,,Clear,False,False,False,False,False,False,Night,2018.0,11.0,5.0,0.0
2,Pima,AZ,102.0,4.0,10.0,8.1,,Clear,False,False,False,False,False,False,Day,2018.0,6.0,16.0,1.0
2,Newport News,VA,,,,,,,True,False,False,False,False,True,Night,2021.0,10.0,5.0,3.0
2,Milwaukee,WI,75.2,65.0,10.0,8.1,,Clear,False,False,False,False,False,False,Day,2017.0,7.0,10.0,2.0
2,San Diego,CA,59.0,75.0,10.0,5.0,0.0,Cloudy,False,False,False,False,False,False,Night,2020.0,4.0,23.0,5.0
2,Caddo,LA,57.0,28.0,10.0,0.0,0.0,Fair,False,False,False,False,False,False,Night,2022.0,2.0,19.0,1.0
3,Davidson,TN,77.0,76.0,10.0,11.5,,Mostly Cloudy,False,False,False,False,False,False,Day,2018.0,10.0,10.0,0.0
3,Los Angeles,CA,61.0,83.0,10.0,8.1,,Clear,False,False,False,False,False,False,Night,2018.0,5.0,22.0,5.0
2,Dallas,TX,90.0,43.0,10.0,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2021.0,9.0,18.0,4.0
2,Riverside,CA,64.9,45.0,10.0,4.6,,Clear,False,False,False,False,False,False,Day,2016.0,12.0,15.0,3.0
2,Lee,FL,63.0,75.0,10.0,0.0,0.0,Fair,True,False,False,False,False,True,Day,2021.0,1.0,12.0,2.0
3,Palm Beach,FL,71.6,94.0,10.0,5.8,,Scattered Clouds,False,False,False,False,False,False,Night,2018.0,5.0,23.0,5.0
2,Charleston,SC,55.0,86.0,10.0,7.0,0.0,Mostly Cloudy,False,True,False,False,False,False,Day,2022.0,2.0,9.0,2.0
2,Harris,TX,57.2,48.0,10.0,10.4,,Clear,False,False,False,False,False,False,Day,2018.0,11.0,11.0,1.0
3,Rock,WI,66.0,60.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Night,2020.0,6.0,4.0,1.0
2,Genesee,MI,27.0,96.0,1.5,9.2,,Overcast,False,False,False,False,False,False,Night,2019.0,1.0,7.0,1.0
2,Wilson,TN,97.0,31.0,10.0,8.1,,Scattered Clouds,False,False,False,False,False,False,Day,2018.0,9.0,15.0,3.0
4,New York,NY,63.0,24.0,10.0,5.0,0.0,Fair,True,False,False,False,False,True,Day,2020.0,5.0,14.0,6.0
2,Oklahoma,OK,61.0,50.0,10.0,22.0,0.0,Fair / Windy,False,False,False,False,False,False,Night,2020.0,3.0,21.0,3.0
2,Davidson,TN,31.0,32.0,10.0,12.0,0.0,Fair,False,False,False,False,False,False,Day,,,,
3,Genesee,MI,73.9,85.0,5.0,10.4,0.01,Light Rain,False,False,False,False,False,False,Day,2018.0,8.0,11.0,0.0
2,Maricopa,AZ,68.0,24.0,10.0,18.4,,Scattered Clouds,True,False,False,False,False,True,Day,2019.0,3.0,16.0,4.0
2,Travis,TX,62.1,90.0,4.0,4.6,0.07,Light Rain,False,False,False,False,False,True,Day,2018.0,10.0,17.0,2.0
2,Arlington,VA,84.0,72.0,10.0,9.0,0.0,Fair,True,False,False,False,False,True,Day,2021.0,7.0,9.0,5.0
2,Cleveland,OK,87.1,61.0,10.0,8.1,,Partly Cloudy,False,False,False,False,False,False,Day,2018.0,6.0,12.0,2.0
2,San Bernardino,CA,64.0,87.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Night,2019.0,9.0,2.0,6.0
2,Hampton,VA,41.0,44.0,10.0,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,,,,
2,Lake,IL,40.0,73.0,10.0,5.0,0.0,Cloudy,True,False,False,False,False,True,Night,,,,
2,El Paso,TX,53.1,20.0,10.0,4.6,,Scattered Clouds,False,False,False,False,False,True,Day,2018.0,2.0,9.0,3.0
2,Greene,MO,97.0,36.0,10.0,10.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,7.0,16.0,5.0
2,Sacramento,CA,66.0,26.0,10.0,,,Fair,False,False,False,False,False,True,Night,2019.0,10.0,19.0,4.0
2,Los Angeles,CA,49.0,56.0,10.0,7.0,0.0,Cloudy,False,True,False,False,False,False,Night,2021.0,1.0,0.0,2.0
2,Oakland,MI,26.0,88.0,0.25,10.0,0.02,Heavy Snow,False,False,False,False,False,False,Day,,,,
2,Mecklenburg,NC,36.0,33.0,10.0,9.2,,Partly Cloudy,True,False,False,False,False,True,Day,2017.0,12.0,15.0,3.0
2,District of Columbia,DC,52.0,84.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Night,,,,
2,Augusta,VA,69.0,56.0,10.0,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,,,,
3,Queens,NY,62.1,75.0,10.0,13.8,,Overcast,False,True,False,False,False,False,Night,2016.0,9.0,6.0,3.0
2,Marion,IN,41.0,49.0,10.0,0.0,,Fair,False,False,False,False,False,True,Night,2021.0,3.0,19.0,6.0
2,Los Angeles,CA,67.0,87.0,10.0,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,Night,2021.0,7.0,2.0,4.0
2,Fairfax County,VA,63.0,100.0,5.0,0.0,0.0,Light Rain,False,False,False,False,False,False,Day,2020.0,10.0,12.0,3.0
2,Tuscaloosa,AL,74.0,79.0,10.0,8.0,0.0,Light Rain,False,False,False,False,False,False,Day,2020.0,5.0,7.0,1.0
2,Santa Barbara,CA,67.0,76.0,10.0,13.0,0.0,Fair,False,False,False,False,False,False,Day,,,,
3,Essex,NJ,51.0,77.0,5.0,8.0,0.01,Light Rain,False,False,False,False,False,False,Day,2021.0,5.0,13.0,5.0
2,Wake,NC,60.0,90.0,10.0,12.0,0.0,Cloudy,False,False,False,False,False,False,Night,2019.0,12.0,18.0,0.0
2,Travis,TX,87.0,63.0,10.0,9.0,0.0,Fair,False,False,False,False,False,False,Day,2021.0,8.0,10.0,5.0
2,Fairfield,CT,33.0,89.0,7.0,7.0,0.0,Cloudy,False,False,False,False,False,False,Night,2021.0,2.0,19.0,0.0
2,Newberry,SC,37.0,75.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Night,2022.0,11.0,0.0,5.0
2,Blount,AL,79.0,84.0,10.0,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,Night,2021.0,8.0,20.0,4.0
2,Baltimore County,MD,43.0,56.0,,,0.0,,False,False,False,False,False,False,Night,2022.0,12.0,17.0,0.0
3,San Diego,CA,63.0,87.0,5.0,4.6,0.0,Light Drizzle,False,False,False,False,False,False,Day,2016.0,6.0,7.0,2.0
2,Albemarle,VA,82.0,29.0,10.0,,0.0,Fair,False,False,False,False,False,False,Day,2022.0,11.0,13.0,0.0
2,Los Angeles,CA,63.0,87.0,10.0,,0.0,Overcast,False,False,False,False,False,False,Night,2018.0,3.0,23.0,1.0
2,Parker,TX,53.0,97.0,7.0,8.0,0.0,Cloudy,False,False,False,False,False,False,Night,2022.0,12.0,2.0,6.0
2,Los Angeles,CA,96.0,25.0,10.0,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2019.0,6.0,17.0,1.0
3,Los Angeles,CA,59.0,100.0,3.0,5.0,,Cloudy,False,False,False,False,False,True,Day,2019.0,6.0,6.0,0.0
3,Sacramento,CA,97.0,28.0,10.0,6.0,,Fair,False,False,False,False,False,False,Day,2019.0,6.0,13.0,1.0
3,Oakland,MI,42.8,89.0,7.0,10.4,,Overcast,True,False,False,False,False,True,Day,2018.0,11.0,8.0,5.0
2,Dallas,TX,107.0,24.0,10.0,10.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,7.0,17.0,0.0
2,Union,SC,77.0,83.0,10.0,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Night,2021.0,7.0,21.0,0.0
2,Richmond (City),VA,65.0,40.0,10.0,10.0,0.0,Fair,False,False,False,False,False,False,Day,2021.0,5.0,12.0,5.0
2,Morgan,AL,33.0,78.0,10.0,10.0,0.0,Cloudy,False,False,False,False,False,False,Night,,,,
2,Lexington,SC,86.0,32.0,10.0,14.0,0.0,Partly Cloudy,False,True,False,False,False,False,Day,2021.0,5.0,14.0,4.0
2,Miami-Dade,FL,82.0,58.0,10.0,10.0,0.0,Fair,False,False,False,False,False,False,Day,2021.0,1.0,16.0,1.0
2,District of Columbia,DC,64.0,72.0,10.0,13.0,0.0,Cloudy,False,False,False,False,False,False,Day,,,,
2,Shelby,TN,31.0,82.0,10.0,7.0,0.0,Fair,False,False,False,False,False,False,Night,2022.0,1.0,6.0,0.0
2,Elko,NV,72.0,29.0,10.0,6.0,0.0,Fair,False,False,False,False,False,False,Day,2020.0,8.0,8.0,3.0
2,Milwaukee,WI,42.8,81.0,10.0,5.8,,Clear,False,True,False,False,False,False,Day,2018.0,10.0,8.0,2.0
2,Richmond City,VA,90.0,40.0,10.0,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2019.0,8.0,17.0,0.0
2,Montgomery,OH,42.0,58.0,10.0,13.0,0.0,Cloudy,False,False,False,False,False,False,Night,2020.0,12.0,23.0,0.0
2,Oklahoma,OK,53.1,27.0,10.0,9.2,,Clear,False,False,False,False,False,True,Day,2018.0,3.0,15.0,0.0
3,DuPage,IL,50.0,54.0,10.0,25.3,,Mostly Cloudy,False,False,False,False,False,False,Day,2018.0,1.0,16.0,4.0
2,Leon,FL,86.0,38.0,10.0,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,,,,
2,Pinellas,FL,66.0,84.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Day,2021.0,3.0,7.0,0.0
2,Miami-Dade,FL,87.0,63.0,10.0,15.0,0.0,Fair,False,False,False,False,False,False,Day,2020.0,10.0,12.0,1.0
2,Harris,TX,77.0,39.0,10.0,13.8,,Clear,False,False,False,False,False,True,Day,2018.0,3.0,13.0,3.0
2,Maricopa,AZ,73.0,27.0,10.0,6.0,0.0,Fair,False,False,False,False,True,False,Night,2020.0,10.0,2.0,3.0
2,Wicomico,MD,55.0,27.0,10.0,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2020.0,4.0,12.0,4.0
2,Orange,NC,,,,,,,False,True,False,False,False,False,Day,,,,
4,Westmoreland,PA,25.0,93.0,10.0,7.0,0.0,Cloudy,False,False,False,False,False,False,Day,2021.0,2.0,9.0,1.0
3,Davidson,TN,84.0,58.0,10.0,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2022.0,8.0,11.0,3.0
1,District of Columbia,DC,50.0,63.0,10.0,8.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,5.0,7.0,2.0
3,Grafton,NH,32.0,89.0,1.0,0.0,0.02,Light Snow,False,False,False,False,False,False,Day,2019.0,4.0,14.0,0.0
2,Washington,TN,66.0,100.0,2.0,6.9,,Overcast,False,False,False,False,False,False,Day,2018.0,6.0,6.0,2.0
2,Sacramento,CA,65.0,61.0,10.0,8.0,0.0,Fair,False,False,False,False,False,False,Night,,,,
4,Cook,IL,11.0,76.0,10.0,7.0,0.0,Fair,False,False,False,False,False,False,Night,2019.0,11.0,3.0,2.0
2,Houston,AL,86.0,61.0,10.0,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2022.0,5.0,16.0,1.0
2,Hartford,CT,28.9,64.0,10.0,4.6,,Partly Cloudy,False,True,False,False,False,False,Night,2018.0,12.0,17.0,1.0
3,Somerset,NJ,34.0,70.0,4.0,6.0,0.0,Light Snow,False,False,False,False,False,False,Day,2020.0,12.0,10.0,2.0
3,Jefferson,KY,45.0,90.0,4.0,10.4,,Overcast,False,False,False,False,False,False,Night,2018.0,11.0,17.0,0.0
2,Los Angeles,CA,91.0,26.0,10.0,13.0,,Fair,False,True,False,False,False,False,Day,2021.0,6.0,7.0,1.0
2,Riverside,CA,84.0,49.0,10.0,13.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,9.0,13.0,4.0
2,Montgomery,NY,79.0,65.0,15.0,5.0,0.0,Fair,True,False,False,False,False,False,Night,,,,
2,Santa Clara,CA,52.0,62.0,10.0,8.0,,Partly Cloudy,False,False,False,False,False,False,Night,2020.0,12.0,20.0,3.0
3,Kane,IL,85.0,33.0,10.0,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2020.0,6.0,14.0,2.0
3,Wayne,MI,50.0,66.0,10.0,15.0,,Partly Cloudy,False,False,False,False,False,False,Day,2018.0,11.0,11.0,6.0
2,Crittenden,AR,45.0,80.0,10.0,7.0,0.0,Cloudy,False,True,False,False,False,False,Day,2022.0,12.0,11.0,3.0
2,Maricopa,AZ,77.0,19.0,10.0,3.5,,Mostly Cloudy,False,False,False,False,False,False,Night,2017.0,11.0,18.0,2.0
3,Miami-Dade,FL,88.0,59.0,10.0,16.0,0.0,Fair,False,True,False,False,False,False,Day,2022.0,7.0,10.0,4.0
2,Amador,CA,59.0,82.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Night,2021.0,11.0,19.0,3.0
2,Davidson,TN,86.0,53.0,10.0,6.0,0.0,Fair,False,False,False,False,False,False,Night,2022.0,7.0,20.0,4.0
2,Wake,NC,41.0,45.0,10.0,0.0,0.0,Fair,False,False,False,False,False,False,Night,2022.0,1.0,17.0,1.0
2,Alachua,FL,81.0,,10.0,0.0,0.0,Fair,False,False,False,False,True,False,Day,2021.0,9.0,7.0,3.0
2,Genesee,MI,10.0,76.0,2.0,6.0,0.0,Light Snow,False,False,False,False,False,False,Night,,,,
2,Washoe,NV,92.0,18.0,10.0,9.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,8.0,16.0,2.0
2,Utah,UT,95.0,12.0,10.0,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2020.0,6.0,15.0,4.0
2,Santa Cruz,CA,61.0,70.0,10.0,10.0,0.0,Fair,False,False,False,False,False,False,Day,2021.0,4.0,17.0,3.0
4,Los Angeles,CA,66.9,61.0,10.0,,,Clear,False,False,False,False,False,False,Day,2017.0,4.0,18.0,1.0
2,St Francis,AR,69.0,70.0,10.0,13.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,4.0,8.0,5.0
2,Hamilton,TN,96.0,37.0,10.0,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2021.0,8.0,16.0,2.0
2,Pulaski,VA,60.0,96.0,10.0,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,Night,2020.0,9.0,1.0,1.0
1,Pinellas,FL,87.0,69.0,10.0,3.0,0.0,Mostly Cloudy,True,False,False,False,False,True,Day,2020.0,6.0,10.0,0.0
2,Broward,FL,70.0,73.0,10.0,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2023.0,1.0,15.0,4.0
3,Hennepin,MN,26.1,71.0,10.0,5.8,,Partly Cloudy,True,False,False,False,False,True,Day,2018.0,11.0,10.0,2.0
2,Cook,IL,28.9,85.0,10.0,6.9,,Partly Cloudy,False,False,False,False,False,False,Night,2019.0,3.0,5.0,0.0
2,San Diego,CA,64.0,73.0,10.0,12.7,,Mostly Cloudy,True,False,False,False,False,False,Night,2017.0,4.0,19.0,3.0
2,Harris,TX,62.0,78.0,7.0,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,Day,,,,
2,Denver,CO,66.0,40.0,20.0,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2020.0,5.0,14.0,4.0
2,Fresno,CA,43.0,82.0,5.0,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Night,2022.0,12.0,19.0,3.0
2,Miami-Dade,FL,82.9,65.0,10.0,18.4,,Scattered Clouds,False,False,False,False,False,False,Day,2016.0,12.0,11.0,0.0
2,Harris,TX,70.0,81.0,9.0,21.0,0.0,Light Rain / Windy,False,False,False,False,True,False,Day,2022.0,2.0,16.0,2.0
2,Dallas,TX,86.0,45.0,10.0,17.0,0.0,Partly Cloudy,False,True,False,False,False,False,Day,2020.0,9.0,15.0,5.0
2,King,WA,43.0,97.0,2.0,12.0,0.0,Light Rain,True,False,True,False,False,True,Day,2022.0,2.0,8.0,3.0
2,Henrico,VA,60.0,38.0,10.0,17.0,0.0,Cloudy,False,False,False,False,False,True,Day,2022.0,3.0,16.0,6.0
2,Knox,TN,38.0,93.0,5.0,5.0,0.03,Light Rain,False,True,False,False,False,False,Night,2021.0,1.0,4.0,3.0
2,Mecklenburg,NC,53.0,29.0,10.0,7.0,0.0,Fair,False,False,False,False,False,False,Night,2021.0,11.0,17.0,5.0
3,Los Angeles,CA,82.9,56.0,8.0,,,Clear,True,False,True,False,False,True,Day,2016.0,6.0,16.0,0.0
3,Fairfax County,VA,41.0,93.0,2.0,8.0,0.0,Light Drizzle,False,False,False,False,False,False,Day,2021.0,1.0,14.0,6.0
2,Harris,TX,85.0,67.0,10.0,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2022.0,7.0,18.0,4.0
2,Lancaster,PA,26.0,63.0,10.0,0.0,0.0,Fair,False,False,False,False,False,True,Night,2021.0,3.0,5.0,2.0
2,Tuscaloosa,AL,89.0,50.0,10.0,5.0,0.0,Fair,True,False,False,False,False,True,Day,2022.0,8.0,17.0,1.0
4,Fairfax County,VA,66.0,97.0,10.0,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Night,2019.0,5.0,22.0,3.0
2,Montgomery,MD,59.0,94.0,9.0,3.5,0.01,Light Rain,False,False,False,False,False,False,Day,2018.0,4.0,17.0,2.0
2,Maricopa,AZ,79.0,38.0,10.0,8.0,0.0,Fair,False,False,False,False,False,False,Night,2020.0,6.0,5.0,1.0
2,Los Angeles,CA,70.0,47.0,10.0,9.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,3.0,15.0,4.0
2,Orange,FL,42.0,38.0,10.0,8.0,0.0,Fair,False,False,False,False,False,False,Night,2022.0,1.0,23.0,5.0
2,San Diego,CA,51.0,44.0,10.0,0.0,0.0,Fair,False,False,False,False,False,False,Night,2021.0,1.0,6.0,0.0
2,El Paso,CO,52.0,71.0,10.0,4.6,,Overcast,True,False,False,False,False,True,Day,2018.0,5.0,17.0,4.0
2,Portsmouth (City),VA,,,,,,,False,False,False,False,False,False,Night,,,,
2,Clatsop,OR,48.0,93.0,8.0,5.8,0.16,Light Rain,False,False,False,False,False,False,Day,2018.0,11.0,11.0,3.0
2,Limestone,AL,87.0,30.0,10.0,6.0,0.0,Fair,False,False,False,False,False,True,Day,2022.0,6.0,17.0,6.0
2,Bexar,TX,64.9,84.0,10.0,6.9,,Overcast,False,False,False,False,False,False,Night,2017.0,3.0,18.0,2.0
2,Escambia,FL,76.0,87.0,10.0,8.0,0.0,Fair,True,False,False,False,False,False,Night,2020.0,11.0,22.0,1.0
2,Guilford,NC,39.0,70.0,10.0,0.0,0.0,Fair,False,False,False,False,False,False,Night,2020.0,11.0,21.0,3.0
3,Hamilton,TN,48.9,93.0,1.8,6.9,0.22,Rain,False,False,False,False,False,False,Day,2018.0,2.0,9.0,2.0
2,Maricopa,AZ,74.0,5.0,10.0,9.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,4.0,18.0,2.0
2,Bradley,TN,73.0,46.0,10.0,9.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,11.0,13.0,4.0
2,El Paso,CO,51.0,16.0,10.0,18.0,0.0,Partly Cloudy,False,False,False,False,False,False,Night,2020.0,11.0,23.0,4.0
2,San Mateo,CA,51.8,76.0,10.0,,,Mostly Cloudy,False,True,False,False,False,False,Day,2018.0,3.0,10.0,4.0
2,Montgomery,PA,78.8,69.0,10.0,6.9,,Mostly Cloudy,False,False,False,False,False,True,Day,2016.0,8.0,14.0,1.0
2,Kanawha,WV,81.0,58.0,10.0,14.0,0.0,Thunder,False,False,False,False,False,False,Day,2021.0,7.0,16.0,2.0
2,Mecklenburg,NC,64.0,28.0,10.0,7.0,0.0,Fair,True,False,False,False,False,True,Day,2021.0,5.0,20.0,4.0
2,Miami-Dade,FL,70.0,73.0,10.0,6.0,0.0,Cloudy,False,False,False,False,False,False,Night,2021.0,1.0,21.0,3.0
4,Harris,TX,66.2,94.0,5.0,8.1,,Overcast,False,True,False,False,False,False,Night,2017.0,2.0,2.0,1.0
4,Gilmer,GA,,,,,,,False,False,False,False,True,False,Day,,,,
2,Oklahoma,OK,71.0,93.0,5.0,8.0,0.0,Fair,True,False,False,False,False,True,Day,2019.0,6.0,6.0,1.0
4,Eastland,TX,61.0,93.0,10.0,8.0,0.0,Cloudy,False,False,False,False,False,False,Day,2019.0,5.0,9.0,3.0
2,Mecklenburg,NC,73.0,100.0,7.0,0.0,0.0,Fair,False,False,False,False,False,True,Day,2020.0,8.0,8.0,3.0
2,Sonoma,CA,68.0,17.0,10.0,6.0,0.0,Fair,False,False,False,False,False,False,Day,2019.0,10.0,13.0,3.0
2,Orange,CA,66.0,70.0,10.0,5.0,0.0,Cloudy,False,False,False,False,False,False,Day,2019.0,6.0,11.0,1.0
3,Stafford,VA,12.2,84.0,10.0,,,Clear,False,False,False,False,False,False,Night,2018.0,1.0,5.0,3.0
2,Dakota,MN,49.0,54.0,10.0,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2019.0,10.0,17.0,0.0
3,Broward,FL,81.0,38.0,10.0,8.0,0.0,Fair,True,False,False,False,False,True,Day,2020.0,5.0,12.0,4.0
2,Lyon,MN,19.0,93.0,10.0,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2020.0,1.0,10.0,0.0
2,Orange,CA,65.0,63.0,,5.0,0.0,Cloudy,False,False,False,False,False,False,Night,2019.0,10.0,4.0,3.0
2,Oklahoma,OK,86.0,43.0,10.0,13.8,,Clear,True,False,False,False,False,True,Night,2018.0,6.0,22.0,3.0
2,Nassau,NY,43.0,71.0,10.0,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Night,2022.0,2.0,18.0,2.0
